source_file,model,seed_title,seed_title_slug,idea_id,idea_id_slug,idea_title,overall_weighted_score,verdict,score_originality_novelty,score_relevance_alignment,score_feasibility_resources,score_testability_falsifiability,score_methodological_rigor,score_literature_grounding,score_potential_impact,score_clarity_specificity,score_safety_ethics_risk,biblio_novelty_seed,hybrid_max,hybrid_median,hybrid_min,joint_fraction_novel,novel_fraction_hybrid<0.25,novel_fraction_sbert<0.55,sbert_max,sbert_median,sbert_min,biblio_novelty_effective
Kalman-Filter0901.3725v1_idea_ratings.json,deepseekv3,A Brief Tutorial on the Ensemble Kalman Filter,abrieftutorialontheensemblekalmanfilter,ensemble_kalman_filter_extensions,ensemblekalmanfilterextensions,Exploring Nonlinear and Non-Gaussian Extensions to the Ensemble Kalman Filter for High-Dimensional Systems,4.2,accept,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,
Kalman-Filter0901.3725v1_idea_ratings.json,deepseekv3,A Brief Tutorial on the Ensemble Kalman Filter,abrieftutorialontheensemblekalmanfilter,adaptive_precision_localization,adaptiveprecisionlocalization,Adaptive Precision Localization for Ensemble Kalman Filters,4.4,accept,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,
Kalman-Filter0901.3725v1_idea_ratings.json,deepseekv3,A Brief Tutorial on the Ensemble Kalman Filter,abrieftutorialontheensemblekalmanfilter,deep_ensemble_kalman_filter,deepensemblekalmanfilter,Deep Learning-Enhanced Ensemble Kalman Filter for Nonlinear Data Assimilation in Chaotic Systems,3.65,revise,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,,,,,,,,,,,
Kalman-Filter0901.3725v1_idea_ratings.json,deepseekv3,A Brief Tutorial on the Ensemble Kalman Filter,abrieftutorialontheensemblekalmanfilter,adaptive_non-gaussian_enkf,adaptivenon-gaussianenkf,Adaptive Non-Gaussian Extensions to Ensemble Kalman Filtering for High-Dimensional Systems,3.85,revise,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,,,,,,,,,,,
Tree-of-Thoughts2305.10601v2_idea_ratings.json,deepseekv3,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,treeofthoughtsdeliberateproblemsolvingwithlargelanguagemodels,mcts_llm_complex_math,mctsllmcomplexmath,Enhancing Complex Mathematical Problem Solving with Monte Carlo Tree Search-Guided LLMs,4.3,accept,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,0.3098713479149535,0.713077673572452,0.6901286520850465,0.663010540676774,0.0,0.0,0.45999999999999996,0.6746761798858643,0.6117545604705811,0.420537930727005,0.3098713479149535
Tree-of-Thoughts2305.10601v2_idea_ratings.json,deepseekv3,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,treeofthoughtsdeliberateproblemsolvingwithlargelanguagemodels,llm_verifier_aided_planning,llmverifieraidedplanning,Iterative Plan Refinement in LLMs Using External Verifiers for Robust Planning,4.25,accept,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.3098713479149535,0.713077673572452,0.6901286520850465,0.663010540676774,0.0,0.0,0.45999999999999996,0.6746761798858643,0.6117545604705811,0.420537930727005,0.3098713479149535
Tree-of-Thoughts2305.10601v2_idea_ratings.json,deepseekv3,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,treeofthoughtsdeliberateproblemsolvingwithlargelanguagemodels,graph_llm_multimodal_qa,graphllmmultimodalqa,Graph-Based Reasoning for Multi-Modal Question Answering with LLMs,3.6,revise,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,0.3098713479149535,0.713077673572452,0.6901286520850465,0.663010540676774,0.0,0.0,0.45999999999999996,0.6746761798858643,0.6117545604705811,0.420537930727005,0.3098713479149535
Tree-of-Thoughts2305.10601v2_idea_ratings.json,deepseekv3,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,treeofthoughtsdeliberateproblemsolvingwithlargelanguagemodels,adaptive_thought_refinement,adaptivethoughtrefinement,Adaptive Thought Refinement for Large Language Models in Complex Reasoning Tasks,4.0,revise,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,0.3098713479149535,0.713077673572452,0.6901286520850465,0.663010540676774,0.0,0.0,0.45999999999999996,0.6746761798858643,0.6117545604705811,0.420537930727005,0.3098713479149535
Tree-of-Thoughts2305.10601v2_idea_ratings.json,deepseekv3,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,treeofthoughtsdeliberateproblemsolvingwithlargelanguagemodels,llm_guided_tree_search_for_code_generation,llmguidedtreesearchforcodegeneration,LLM-Guided Tree Search for Efficient Code Generation in Large-Scale Programming Tasks,4.25,revise,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.3098713479149535,0.713077673572452,0.6901286520850465,0.663010540676774,0.0,0.0,0.45999999999999996,0.6746761798858643,0.6117545604705811,0.420537930727005,0.3098713479149535
ReAct2210.03629v3_idea_ratings.json,deepseekv3,ReAct: Synergizing Reasoning and Acting in Language Models,reactsynergizingreasoningandactinginlanguagemodels,reasoning_acting_unification,reasoningactingunification,Unifying Reasoning and Acting in Language Models for Enhanced Decision-Making,4.2,revise,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.25672631263943835,0.7612081097237824,0.7432736873605617,0.705331298697686,0.0,0.0,0.4,0.7366754561662674,0.6305528581142426,0.3900574594736099,0.25672631263943835
ReAct2210.03629v3_idea_ratings.json,deepseekv3,ReAct: Synergizing Reasoning and Acting in Language Models,reactsynergizingreasoningandactinginlanguagemodels,interleaved_reasoning_rl,interleavedreasoningrl,Interleaved Reasoning for Large Language Models via Reinforcement Learning,3.85,revise,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,0.25672631263943835,0.7612081097237824,0.7432736873605617,0.705331298697686,0.0,0.0,0.4,0.7366754561662674,0.6305528581142426,0.3900574594736099,0.25672631263943835
ReAct2210.03629v3_idea_ratings.json,deepseekv3,ReAct: Synergizing Reasoning and Acting in Language Models,reactsynergizingreasoningandactinginlanguagemodels,reasoning_acting_unified,reasoningactingunified,Unifying Reasoning and Acting in Language Models for Real-World Decision Making,4.0,revise,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.25672631263943835,0.7612081097237824,0.7432736873605617,0.705331298697686,0.0,0.0,0.4,0.7366754561662674,0.6305528581142426,0.3900574594736099,0.25672631263943835
ReAct2210.03629v3_idea_ratings.json,deepseekv3,ReAct: Synergizing Reasoning and Acting in Language Models,reactsynergizingreasoningandactinginlanguagemodels,dynamic_dialogue_agent,dynamicdialogueagent,Dynamic Dialogue Agents for Enhanced Decision-Making and User Interaction,3.7,revise,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,0.25672631263943835,0.7612081097237824,0.7432736873605617,0.705331298697686,0.0,0.0,0.4,0.7366754561662674,0.6305528581142426,0.3900574594736099,0.25672631263943835
ReAct2210.03629v3_idea_ratings.json,deepseekv3,ReAct: Synergizing Reasoning and Acting in Language Models,reactsynergizingreasoningandactinginlanguagemodels,interleaved_reasoning_acting_rl,interleavedreasoningactingrl,Interleaved Reasoning and Acting in Language Models via Reinforcement Learning,3.55,revise,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,0.25672631263943835,0.7612081097237824,0.7432736873605617,0.705331298697686,0.0,0.0,0.4,0.7366754561662674,0.6305528581142426,0.3900574594736099,0.25672631263943835
Toolformer2302.04761v1_idea_ratings.json,deepseekv3,Toolformer: Language Models Can Teach Themselves to Use Tools&#x20;,toolformerlanguagemodelscanteachthemselvestousetoolsx20,self_training_tool_use,selftrainingtooluse,Self-Training Large Language Models for Tool Use Without Demonstrations,4.1,revise,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,,,,,,,,,,,
Toolformer2302.04761v1_idea_ratings.json,deepseekv3,Toolformer: Language Models Can Teach Themselves to Use Tools&#x20;,toolformerlanguagemodelscanteachthemselvestousetoolsx20,self_training_llm_for_tool_use,selftrainingllmfortooluse,Self-Training Large Language Models for Tool Use Without Demonstrations in Real-World Applications,3.7,revise,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,,,,,,,,,,,
GNNExplaine1903.03894v4_idea_ratings.json,deepseekv3,GNNExplainer: Generating Explanations for Graph Neural Networks,gnnexplainergeneratingexplanationsforgraphneuralnetworks,mutual_info_gnn_explain,mutualinfognnexplain,Mutual Information-Driven Explanations for Graph Neural Networks via Subgraph Distillation,4.6,accept,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,0.4669838901590303,0.566246340109174,0.5330161098409697,0.5089158158288047,0.0,0.0,0.15,0.725707495212555,0.651613426208496,0.5548217415809631,0.4669838901590303
GNNExplaine1903.03894v4_idea_ratings.json,deepseekv3,GNNExplainer: Generating Explanations for Graph Neural Networks,gnnexplainergeneratingexplanationsforgraphneuralnetworks,inductive_counterfactual_gnn,inductivecounterfactualgnn,Inductive Counterfactual Explanations for Graph Neural Networks with Minimal Perturbations,4.45,accept,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,0.4669838901590303,0.566246340109174,0.5330161098409697,0.5089158158288047,0.0,0.0,0.15,0.725707495212555,0.651613426208496,0.5548217415809631,0.4669838901590303
GNNExplaine1903.03894v4_idea_ratings.json,deepseekv3,GNNExplainer: Generating Explanations for Graph Neural Networks,gnnexplainergeneratingexplanationsforgraphneuralnetworks,self_explainable_temporal_gnn,selfexplainabletemporalgnn,Self-Explainable Temporal Graph Neural Networks via Dynamic Information Bottleneck,4.45,accept,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,0.4669838901590303,0.566246340109174,0.5330161098409697,0.5089158158288047,0.0,0.0,0.15,0.725707495212555,0.651613426208496,0.5548217415809631,0.4669838901590303
GNNExplaine1903.03894v4_idea_ratings.json,deepseekv3,GNNExplainer: Generating Explanations for Graph Neural Networks,gnnexplainergeneratingexplanationsforgraphneuralnetworks,global_concept_detection_gnns,globalconceptdetectiongnns,Global Concept Detection in Graph Neural Networks via Neuron-Level Analysis and Lightweight Subgraph Extraction,4.25,accept,5.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,0.4669838901590303,0.566246340109174,0.5330161098409697,0.5089158158288047,0.0,0.0,0.15,0.725707495212555,0.651613426208496,0.5548217415809631,0.4669838901590303
Consistency-Models2303.01469v2_idea_ratings.json,deepseekv3,Consistency Models,consistencymodels,consistency_models_for_music_generation,consistencymodelsformusicgeneration,Consistency Models for High-Fidelity One-Step Music Generation,3.8,revise,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.33861413367822235,0.6768331857503552,0.6613858663217776,0.6319216935240501,0.0,0.0,0.39,0.6576495409011841,0.5697371244430542,0.4249368190765381,0.33861413367822235
Consistency-Models2303.01469v2_idea_ratings.json,deepseekv3,Consistency Models,consistencymodels,cross_modal_consistency,crossmodalconsistency,Enhancing Cross-Modal Consistency in Multi-Modal Tasks Using Transformer-Based Architectures,3.65,revise,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,0.33861413367822235,0.6768331857503552,0.6613858663217776,0.6319216935240501,0.0,0.0,0.39,0.6576495409011841,0.5697371244430542,0.4249368190765381,0.33861413367822235
Consistency-Models2303.01469v2_idea_ratings.json,deepseekv3,Consistency Models,consistencymodels,consistency_models_rl,consistencymodelsrl,Enhancing Reinforcement Learning with Consistency Models as Policy Representations,3.8,revise,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,0.33861413367822235,0.6768331857503552,0.6613858663217776,0.6319216935240501,0.0,0.0,0.39,0.6576495409011841,0.5697371244430542,0.4249368190765381,0.33861413367822235
Consistency-Models2303.01469v2_idea_ratings.json,deepseekv3,Consistency Models,consistencymodels,zero_shot_video_stylization,zeroshotvideostylization,Zero-Shot Video Stylization via Temporal-Aware Diffusion Models,3.75,revise,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0.33861413367822235,0.6768331857503552,0.6613858663217776,0.6319216935240501,0.0,0.0,0.39,0.6576495409011841,0.5697371244430542,0.4249368190765381,0.33861413367822235
Consistency-Models2303.01469v2_idea_ratings.json,deepseekv3,Consistency Models,consistencymodels,zero_shot_temporal_consistency,zeroshottemporalconsistency,Zero-Shot Temporal Consistency in Video Editing Using Diffusion Models with Depth Map Guidance,3.85,revise,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.33861413367822235,0.6768331857503552,0.6613858663217776,0.6319216935240501,0.0,0.0,0.39,0.6576495409011841,0.5697371244430542,0.4249368190765381,0.33861413367822235
AutoGen2308.08155v2_idea_ratings.json,deepseekv3,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,autogenenablingnext-genllmapplicationsviamulti-agentconversation,efficient_llm_multiagent,efficientllmmultiagent,Efficient and Secure Multi-Agent Communication for LLM Applications,3.65,revise,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.2240671810725198,0.7920410004601415,0.7759328189274802,0.7573749606253484,0.0,0.0,0.75,0.6221019625663757,0.48806828260421753,0.36931823939085,0.2240671810725198
AutoGen2308.08155v2_idea_ratings.json,deepseekv3,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,autogenenablingnext-genllmapplicationsviamulti-agentconversation,multi_agent_task_decomposition,multiagenttaskdecomposition,Multi-Agent Task Decomposition for Complex Problem Solving with Large Language Models,4.15,revise,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.2240671810725198,0.7920410004601415,0.7759328189274802,0.7573749606253484,0.0,0.0,0.75,0.6221019625663757,0.48806828260421753,0.36931823939085,0.2240671810725198
AutoGen2308.08155v2_idea_ratings.json,deepseekv3,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,autogenenablingnext-genllmapplicationsviamulti-agentconversation,multi_agent_memory_integration,multiagentmemoryintegration,Enhancing Multi-Agent LLM Systems with Integrated Memory Architectures,4.05,revise,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0.2240671810725198,0.7920410004601415,0.7759328189274802,0.7573749606253484,0.0,0.0,0.75,0.6221019625663757,0.48806828260421753,0.36931823939085,0.2240671810725198
AutoGen2308.08155v2_idea_ratings.json,deepseekv3,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,autogenenablingnext-genllmapplicationsviamulti-agentconversation,human_in_the_loop_multi_agent_system,humanintheloopmultiagentsystem,Enhancing Multi-Agent Systems with Human-in-the-Loop Feedback: A Novel Framework for Improved Task Coordination and Efficiency,3.65,revise,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.2240671810725198,0.7920410004601415,0.7759328189274802,0.7573749606253484,0.0,0.0,0.75,0.6221019625663757,0.48806828260421753,0.36931823939085,0.2240671810725198
AutoGen2308.08155v2_idea_ratings.json,deepseekv3,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,autogenenablingnext-genllmapplicationsviamulti-agentconversation,multi_agent_task_specialization,multiagenttaskspecialization,Enhancing Multi-Agent LLM Systems through Dynamic Task Specialization,4.0,revise,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.2240671810725198,0.7920410004601415,0.7759328189274802,0.7573749606253484,0.0,0.0,0.75,0.6221019625663757,0.48806828260421753,0.36931823939085,0.2240671810725198
Gaussian1502.01366v2_idea_ratings.json,deepseekv3,Gaussian Approximation Potentials: a brief tutorial,gaussianapproximationpotentialsabrieftutorial,gap_phonon_transport,gapphonontransport,Exploring Anisotropic Phonon Transport in Layered Materials Using Gaussian Approximation Potentials (GAP),4.2,accept,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,,,,,,,,,,,
Gaussian1502.01366v2_idea_ratings.json,deepseekv3,Gaussian Approximation Potentials: a brief tutorial,gaussianapproximationpotentialsabrieftutorial,gap_thermal_properties,gapthermalproperties,Exploring Thermal Properties of Novel Two-Dimensional Materials Using Gaussian Approximation Potentials,4.2,accept,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,,,,,,,,,,,
Gaussian1502.01366v2_idea_ratings.json,deepseekv3,Gaussian Approximation Potentials: a brief tutorial,gaussianapproximationpotentialsabrieftutorial,gap_thermal_properties_2,gapthermalproperties2,Exploring Thermal Properties of Novel Two-Dimensional Materials Using Gaussian Approximation Potentials,2.95,reject,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,,,,,,,,,,,
Gaussian1502.01366v2_idea_ratings.json,deepseekv3,Gaussian Approximation Potentials: a brief tutorial,gaussianapproximationpotentialsabrieftutorial,gaussian_approximation_diffusion_acceleration,gaussianapproximationdiffusionacceleration,Accelerating Diffusion Models via Gaussian Score Approximation,3.8,revise,5.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,,,,,,,,,,,
Gaussian1502.01366v2_idea_ratings.json,deepseekv3,Gaussian Approximation Potentials: a brief tutorial,gaussianapproximationpotentialsabrieftutorial,active_learning_gap,activelearninggap,Active Learning for Gaussian Approximation Potentials (GAP) in Multi-Component Materials,4.5,accept,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,,,,,,,,,,,
Economics1804.05785v2_idea_ratings.json,deepseekv3,Estimating Dynamic Treatment Effects in Event Studies with Heterogeneous Treatment Effects,estimatingdynamictreatmenteffectsineventstudieswithheterogeneoustreatmenteffects,dynamic_treatment_effects_local_projections,dynamictreatmenteffectslocalprojections,Estimating Dynamic Treatment Effects in Event Studies Using Local Projections,4.35,revise,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.5047859226805382,0.5099468254677522,0.4952140773194617,0.4857804969911784,0.0,0.0,0.725,0.5752277970314026,0.5181006193161011,0.38783904910087585,0.5047859226805382
Economics1804.05785v2_idea_ratings.json,deepseekv3,Estimating Dynamic Treatment Effects in Event Studies with Heterogeneous Treatment Effects,estimatingdynamictreatmenteffectsineventstudieswithheterogeneoustreatmenteffects,dynamic_treatment_effects_causal_graphs,dynamictreatmenteffectscausalgraphs,Estimating Dynamic Treatment Effects Using Causal Graphs in Event Studies,3.7,revise,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,0.5047859226805382,0.5099468254677522,0.4952140773194617,0.4857804969911784,0.0,0.0,0.725,0.5752277970314026,0.5181006193161011,0.38783904910087585,0.5047859226805382
Economics1804.05785v2_idea_ratings.json,deepseekv3,Estimating Dynamic Treatment Effects in Event Studies with Heterogeneous Treatment Effects,estimatingdynamictreatmenteffectsineventstudieswithheterogeneoustreatmenteffects,dynamic_treatment_effects_rl,dynamictreatmenteffectsrl,Reinforcement Learning for Optimal Dynamic Treatment Regimes with Time-Varying Confounders,3.25,revise,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,0.5047859226805382,0.5099468254677522,0.4952140773194617,0.4857804969911784,0.0,0.0,0.725,0.5752277970314026,0.5181006193161011,0.38783904910087585,0.5047859226805382
Economics1804.05785v2_idea_ratings.json,deepseekv3,Estimating Dynamic Treatment Effects in Event Studies with Heterogeneous Treatment Effects,estimatingdynamictreatmenteffectsineventstudieswithheterogeneoustreatmenteffects,heterogeneous_baseline_trends,heterogeneousbaselinetrends,Estimating Dynamic Treatment Effects with Heterogeneous Baseline Trends in Event Studies,4.2,accept,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.5047859226805382,0.5099468254677522,0.4952140773194617,0.4857804969911784,0.0,0.0,0.725,0.5752277970314026,0.5181006193161011,0.38783904910087585,0.5047859226805382
Self-RAG2310.11511v1_idea_ratings.json,deepseekv3,"SELF-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",self-raglearningtoretrievegenerateandcritiquethroughself-reflection,dynamic_rag,dynamicrag,Dynamic Retrieval-Augmented Generation with Adaptive Query Refinement,3.75,revise,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,0.24155110188420592,0.7934245410327507,0.7584488981157941,0.7429400411641962,0.0,0.0,0.0,0.7595124244689941,0.7040720582008362,0.6673959195613861,0.24155110188420592
Self-RAG2310.11511v1_idea_ratings.json,deepseekv3,"SELF-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",self-raglearningtoretrievegenerateandcritiquethroughself-reflection,self_rag_cost_efficiency,selfragcostefficiency,Enhancing Cost Efficiency in Self-Reflective Retrieval-Augmented Generation Models,4.4,accept,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0.24155110188420592,0.7934245410327507,0.7584488981157941,0.7429400411641962,0.0,0.0,0.0,0.7595124244689941,0.7040720582008362,0.6673959195613861,0.24155110188420592
Self-RAG2310.11511v1_idea_ratings.json,deepseekv3,"SELF-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",self-raglearningtoretrievegenerateandcritiquethroughself-reflection,self_rag_cost_efficiency_02,selfragcostefficiency02,Enhancing Cost Efficiency in Self-Reflective Retrieval-Augmented Generation Models,4.4,accept,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0.24155110188420592,0.7934245410327507,0.7584488981157941,0.7429400411641962,0.0,0.0,0.0,0.7595124244689941,0.7040720582008362,0.6673959195613861,0.24155110188420592
Self-RAG2310.11511v1_idea_ratings.json,deepseekv3,"SELF-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",self-raglearningtoretrievegenerateandcritiquethroughself-reflection,self_rag_cost_efficiency_03,selfragcostefficiency03,Enhancing Cost Efficiency in Self-Reflective Retrieval-Augmented Generation Models,4.4,accept,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0.24155110188420592,0.7934245410327507,0.7584488981157941,0.7429400411641962,0.0,0.0,0.0,0.7595124244689941,0.7040720582008362,0.6673959195613861,0.24155110188420592
Self-RAG2310.11511v1_idea_ratings.json,deepseekv3,"SELF-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",self-raglearningtoretrievegenerateandcritiquethroughself-reflection,dynamic_rag_routing,dynamicragrouting,Dynamic RAG Routing with Model-Aware Query Classification,4.3,accept,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,0.24155110188420592,0.7934245410327507,0.7584488981157941,0.7429400411641962,0.0,0.0,0.0,0.7595124244689941,0.7040720582008362,0.6673959195613861,0.24155110188420592
