AutoGen2308.08155seed_label,seed_id,seed_title,model,log_file,query_hint,n_hits,hybrid_median,hybrid_min,hybrid_max,novel_fraction_hybrid<0.25,n_sbert,sbert_median,sbert_min,sbert_max,novel_fraction_sbert<0.55,joint_fraction_novel
Decision Transformer2106.01345,arXiv:2106.01345,Decision Transformer: Reinforcement Learning via Sequence Modeling,deepseekv2,20251002_095551_TransExplore_Enhancing_Exploration_in_Reinforcemen.json,TransExplore: Enhancing Exploration in Reinforcement Learning with Transformer Architectures,1,0.5816342838464552,0.5816342838464552,0.5816342838464552,0.0,1,0.0,0.0,0.0,1.0,0.0
Decision Transformer2106.01345,arXiv:2106.01345,Decision Transformer: Reinforcement Learning via Sequence Modeling,deepseekv2,20251002_095654_Harnessing_Sparse_Attention_for_Efficient_Reinforc.json,Harnessing Sparse Attention for Efficient Reinforcement Learning in Reward-Scarce Environments,1,0.5816342838464552,0.5816342838464552,0.5816342838464552,0.0,1,0.0,0.0,0.0,1.0,0.0
Decision Transformer2106.01345,arXiv:2106.01345,Decision Transformer: Reinforcement Learning via Sequence Modeling,deepseekv2,20251002_095754_Leveraging_Transformer_Dynamics_for_Enhanced_Long-.json,Leveraging Transformer Dynamics for Enhanced Long-Horizon Reinforcement Learning,5,0.5851988482704179,0.5817119566525986,0.6193877216792849,0.0,4,0.7452150583267212,0.49852538108825684,0.7675764560699463,0.25,0.0
Decision Transformer2106.01345,arXiv:2106.01345,Decision Transformer: Reinforcement Learning via Sequence Modeling,deepseekv2,20251002_095901_Exploiting_Temporal_Action_Patterns_for_Efficient_.json,Exploiting Temporal Action Patterns for Efficient Reinforcement Learning with Transformer Models,5,0.5815953827878846,0.5815805641089633,0.6425347522746327,0.0,4,0.5014194250106812,0.2753174901008606,0.5801368355751038,0.75,0.0
Decision Transformer2106.01345,arXiv:2106.01345,Decision Transformer: Reinforcement Learning via Sequence Modeling,deepseekv2,20251002_100022_Leveraging_Contextual_Policy_Transformers_for_Adap.json,Leveraging Contextual Policy Transformers for Adaptive Reinforcement Learning in Variable Environments,5,0.5815953827878846,0.5815953827878846,0.5945415240570548,0.0,3,0.28752249479293823,0.28752249479293823,0.5212180018424988,1.0,0.0
Economics1804.05785,arXiv:1804.05785,Economics,deepseekv2,20251002_100157_Leveraging_Heuristic_Approaches_for_Robust_Estimat.json,Leveraging Heuristic Approaches for Robust Estimation of Dynamic Treatment Effects in Staggered Adoption Studies,1,0.48940672435845645,0.48940672435845645,0.48940672435845645,0.0,1,0.0,0.0,0.0,1.0,0.0
Economics1804.05785,arXiv:1804.05785,Economics,deepseekv2,20251002_100253_Fostering_Precision_in_Dynamic_Treatment_Effect_Es.json,Fostering Precision in Dynamic Treatment Effect Estimation through Cohort-Adaptive Modeling Techniques,2,0.4985651984487157,0.4872162209751454,0.4985651984487157,0.0,1,0.5253676176071167,0.5253676176071167,0.5253676176071167,1.0,0.0
Economics1804.05785,arXiv:1804.05785,Economics,deepseekv2,20251002_100352_Unveiling_Dynamic_Treatment_Effects_through_Adapti.json,Unveiling Dynamic Treatment Effects through Adaptive Modeling of Cohort-Specific Heterogeneity,5,0.4888674680448647,0.4860642017551315,0.48956307481946587,0.0,1,0.16073346138000488,0.16073346138000488,0.16073346138000488,1.0,0.0
Economics1804.05785,arXiv:1804.05785,Economics,deepseekv2,20251002_100441_Pioneering_Cohort-Adaptive_Modeling_for_Unveiling_.json,Pioneering Cohort-Adaptive Modeling for Unveiling Heterogeneous Dynamic Treatment Effects in Staggered Adoption Settings,1,0.48940672435845645,0.48940672435845645,0.48940672435845645,0.0,1,0.0,0.0,0.0,1.0,0.0
GNNExplaine1903.03894,arXiv:1903.03894,GNNExplainer: Generating Explanations for Graph Neural Networks,deepseekv2,20251002_101808_Unveiling_the_Cognitive_Maps_of_Graph_Neural_Netwo.json,Unveiling the Cognitive Maps of Graph Neural Networks through Structural and Semantic Probing,1,0.494470487230698,0.494470487230698,0.494470487230698,0.0,1,0.0,0.0,0.0,1.0,0.0
GNNExplaine1903.03894,arXiv:1903.03894,GNNExplainer: Generating Explanations for Graph Neural Networks,deepseekv2,20251002_101853_Constructing_Narratives_for_Graph_Neural_Networks_.json,Constructing Narratives for Graph Neural Networks through Interactive Storytelling and Causal Discovery,1,0.494470487230698,0.494470487230698,0.494470487230698,0.0,1,0.0,0.0,0.0,1.0,0.0
GNNExplaine1903.03894,arXiv:1903.03894,GNNExplainer: Generating Explanations for Graph Neural Networks,deepseekv2,20251002_101955_Unveiling_the_Causal_Chains_in_Graph_Neural_Networ.json,Unveiling the Causal Chains in Graph Neural Networks through Interaction-Driven Exploration and Attribution,1,0.494470487230698,0.494470487230698,0.494470487230698,0.0,1,0.0,0.0,0.0,1.0,0.0
GNNExplaine1903.03894,arXiv:1903.03894,GNNExplainer: Generating Explanations for Graph Neural Networks,deepseekv2,20251002_102101_A_Deeper_Insight_into_Graph_Neural_Networks_Unrave.json,A Deeper Insight into Graph Neural Networks: Unraveling Decision Dynamics through Visualization and Interaction Analysis,1,0.494470487230698,0.494470487230698,0.494470487230698,0.0,1,0.0,0.0,0.0,1.0,0.0
GNNExplaine1903.03894,arXiv:1903.03894,GNNExplainer: Generating Explanations for Graph Neural Networks,deepseekv2,20251002_102204_Navigating_Causality_in_Graph_Neural_Networks_with.json,Navigating Causality in Graph Neural Networks with Interactive Influence Mapping and Explainable AI,1,0.494470487230698,0.494470487230698,0.494470487230698,0.0,1,0.0,0.0,0.0,1.0,0.0
Gaussian1502.01366,arXiv:1502.01366,Gaussian,deepseekv2,20251002_101305_Fusing_Gaussian_Process_Regression_with_SOAP_Descr.json,Fusing Gaussian Process Regression with SOAP Descriptors for Enhanced Interatomic Potential Models via Multi-Scale Data Integration,1,0.3003005974838201,0.3003005974838201,0.3003005974838201,0.0,1,0.0,0.0,0.0,1.0,0.0
Gaussian1502.01366,arXiv:1502.01366,Gaussian,deepseekv2,20251002_101354_Developing_an_Adaptive_Gaussian_Process_Regression.json,Developing an Adaptive Gaussian Process Regression Framework with SOAP Descriptors for Dynamic Atomic Environment Modeling in Materials Simulations,1,0.3003005974838201,0.3003005974838201,0.3003005974838201,0.0,1,0.0,0.0,0.0,1.0,0.0
Gaussian1502.01366,arXiv:1502.01366,Gaussian,deepseekv2,20251002_101458_Bridging_Quantum_Mechanics_and_Coarse-Grained_Simu.json,Bridging Quantum Mechanics and Coarse-Grained Simulations with an Integrated Gaussian Process Regression Framework using SOAP Descriptors,1,0.3003005974838201,0.3003005974838201,0.3003005974838201,0.0,1,0.0,0.0,0.0,1.0,0.0
Gaussian1502.01366,arXiv:1502.01366,Gaussian,deepseekv2,20251002_101607_Unifying_Multi-Scale_Symmetry_in_Interatomic_Poten.json,Unifying Multi-Scale Symmetry in Interatomic Potential Models using Gaussian Process Regression and SOAP Descriptors,1,0.3003005974838201,0.3003005974838201,0.3003005974838201,0.0,1,0.0,0.0,0.0,1.0,0.0
ReAct2210.03629,arXiv:2210.03629,ReAct: Synergizing Reasoning and Acting in Language Models,deepseekv2,20251002_102926_Leveraging_Meta-Knowledge_in_Prompt_Engineering_fo.json,Leveraging Meta-Knowledge in Prompt Engineering for Enhanced Language Model Performance,5,0.7100405162632804,0.7099375101554685,0.7474125147584758,0.0,5,0.4158136248588562,0.3796052038669586,0.615686297416687,0.8,0.0
ReAct2210.03629,arXiv:2210.03629,ReAct: Synergizing Reasoning and Acting in Language Models,deepseekv2,20251002_103031_MetaCoT_Adaptive_Reasoning_and_Action_Adaptation_i.json,MetaCoT: Adaptive Reasoning and Action Adaptation in Interactive Language Models,1,0.7100147553545435,0.7100147553545435,0.7100147553545435,0.0,1,0.01729544997215271,0.01729544997215271,0.01729544997215271,1.0,0.0
ReAct2210.03629,arXiv:2210.03629,ReAct: Synergizing Reasoning and Acting in Language Models,deepseekv2,20251002_103126_Enhancing_Language_Model_Adaptability_through_Meta.json,Enhancing Language Model Adaptability through Meta-Level Prompt Engineering,5,0.7224355859831761,0.6574787750139945,0.7837261430759731,0.0,5,0.5190879106521606,0.23281407356262207,0.6522547006607056,0.8,0.0
ReAct2210.03629,arXiv:2210.03629,ReAct: Synergizing Reasoning and Acting in Language Models,deepseekv2,20251002_103230_Enabling_Informed_Decision-Making_in_AI_Healthcare.json,Enabling Informed Decision-Making in AI Healthcare Assistants through Integrative Reasoning and Action Sequencing,1,0.7100147553545435,0.7100147553545435,0.7100147553545435,0.0,1,0.01729544997215271,0.01729544997215271,0.01729544997215271,1.0,0.0
ReAct2210.03629,arXiv:2210.03629,ReAct: Synergizing Reasoning and Acting in Language Models,deepseekv2,20251002_103347_Self-Evolutionary_Adaptation_and_Learning_for_AI_i.json,Self-Evolutionary Adaptation and Learning for AI in Personalized Healthcare Trajectories,1,0.7100147553545435,0.7100147553545435,0.7100147553545435,0.0,1,0.01729544997215271,0.01729544997215271,0.01729544997215271,1.0,0.0
Self-Consistency2203.11171,arXiv:2203.11171,Self-Consistency Improves Chain of Thought Reasoning in Language Models,deepseekv2,20251002_103545_Leveraging_Consistency-Based_Ensemble_for_Enhanced.json,Leveraging Consistency-Based Ensemble for Enhanced Reasoning in Language Models,3,0.6827011306544326,0.6827011306544326,0.7189485684436245,0.0,3,0.49844059348106384,0.49844059348106384,0.5716679096221924,0.6666666666666666,0.0
Self-Consistency2203.11171,arXiv:2203.11171,Self-Consistency Improves Chain of Thought Reasoning in Language Models,deepseekv2,20251002_103646_Enhancing_Reasoning_Robustness_in_Language_Models_.json,Enhancing Reasoning Robustness in Language Models through Chain-of-Thought Path Diversification,5,0.6798012372792382,0.6554418938047328,0.7028575706788702,0.0,4,0.5754733085632324,0.4762127995491028,0.5770226716995239,0.25,0.0
Self-Consistency2203.11171,arXiv:2203.11171,Self-Consistency Improves Chain of Thought Reasoning in Language Models,deepseekv2,20251002_103802_Meta-Learning_for_Adaptive_Chain-of-Thought_Prompt.json,Meta-Learning for Adaptive Chain-of-Thought Prompting in Language Models,1,0.7675497237865339,0.7675497237865339,0.7675497237865339,0.0,1,0.5361536741256714,0.5361536741256714,0.5361536741256714,1.0,0.0
Self-Consistency2203.11171,arXiv:2203.11171,Self-Consistency Improves Chain of Thought Reasoning in Language Models,deepseekv2,20251002_103925_Leveraging_Cross-Task_Meta-Fusion_for_Enhanced_Cha.json,Leveraging Cross-Task Meta-Fusion for Enhanced Chain-of-Thought Reasoning in Language Models,1,0.6554464999016311,0.6554464999016311,0.6554464999016311,0.0,1,0.0,0.0,0.0,1.0,0.0
Self-Consistency2203.11171,arXiv:2203.11171,Self-Consistency Improves Chain of Thought Reasoning in Language Models,deepseekv2,20251002_104041_Exploring_Multiverse_of_Chain-of-Thought_Reasoning.json,Exploring Multiverse of Chain-of-Thought Reasoning through Model Isolation and Ensemble Learning,1,0.6554464999016311,0.6554464999016311,0.6554464999016311,0.0,1,0.0,0.0,0.0,1.0,0.0
Self-RAG2310.11511,arXiv:2310.11511,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",deepseekv2,20251002_104217_Empowering_Language_Models_with_Adaptive_Retrieval.json,Empowering Language Models with Adaptive Retrieval and Contextual Critique through Meta-Learning,2,0.751058054974062,0.7465114453926227,0.751058054974062,0.0,0,,,,,
Self-RAG2310.11511,arXiv:2310.11511,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",deepseekv2,20251002_104324_Empowering_Language_Models_with_Adaptive_Retrieval.json,Empowering Language Models with Adaptive Retrieval and Self-Evaluation for Enhanced Factuality and Controllability,1,0.7510833727526227,0.7510833727526227,0.7510833727526227,0.0,1,0.009166449308395386,0.009166449308395386,0.009166449308395386,1.0,0.0
Self-RAG2310.11511,arXiv:2310.11511,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",deepseekv2,20251002_104435_Enhancing_Language_Model_Factuality_with_Meta-Lear.json,Enhancing Language Model Factuality with Meta-Learning for Adaptive Retrieval and Critique,1,0.7510833727526227,0.7510833727526227,0.7510833727526227,0.0,1,0.009166449308395386,0.009166449308395386,0.009166449308395386,1.0,0.0
Self-RAG2310.11511,arXiv:2310.11511,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",deepseekv2,20251002_104540_Leveraging_Meta-Learning_for_Adaptive_Retrieval_in.json,Leveraging Meta-Learning for Adaptive Retrieval in Language Models via Contextualized Knowledge Integration,5,0.751058054974062,0.7506941454360563,0.7885384415732213,0.0,2,0.6724076867103577,0.46971333026885986,0.6724076867103577,0.5,0.0
Self-RAG2310.11511,arXiv:2310.11511,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",deepseekv2,20251002_104643_Advancing_Factual_Accuracy_in_Language_Models_thro.json,Advancing Factual Accuracy in Language Models through Meta-Learning and Adaptive Feedback Loops,1,0.7510833727526227,0.7510833727526227,0.7510833727526227,0.0,1,0.009166449308395386,0.009166449308395386,0.009166449308395386,1.0,0.0
Toolformer2302.04761,arXiv:2302.04761,Toolformer: Language Models Can Teach Themselves to Use Tools,deepseekv2,20251002_104818_Enabling_Language_Models_to_Auto-Compose_and_Chain.json,Enabling Language Models to Auto-Compose and Chain Tools for Enhanced Task Solving Abilities,1,0.6362410211415843,0.6362410211415843,0.6362410211415843,0.0,1,0.0,0.0,0.0,1.0,0.0
Toolformer2302.04761,arXiv:2302.04761,Toolformer: Language Models Can Teach Themselves to Use Tools,deepseekv2,20251002_104913_Interactive_Language_Modeling_with_API_Integration.json,Interactive Language Modeling with API Integration for Enhanced Problem-Solving and Generalization,1,0.6362410211415843,0.6362410211415843,0.6362410211415843,0.0,1,0.0,0.0,0.0,1.0,0.0
Toolformer2302.04761,arXiv:2302.04761,Toolformer: Language Models Can Teach Themselves to Use Tools,deepseekv2,20251002_105008_Leveraging_Meta-Learning_for_Adaptive_Tool_Selecti.json,Leveraging Meta-Learning for Adaptive Tool Selection in Language Models,3,0.6341486347772141,0.5549977819728309,0.6362180629422342,0.0,1,0.06926695257425308,0.06926695257425308,0.06926695257425308,1.0,0.0
Toolformer2302.04761,arXiv:2302.04761,Toolformer: Language Models Can Teach Themselves to Use Tools,deepseekv2,20251002_105116_Self-Improving_Language_Models_through_Meta-Learni.json,Self-Improving Language Models through Meta-Learning for Adaptive Tool Usage,5,0.6525071887370796,0.5785941714118038,0.6763253047373989,0.0,5,0.5760911107063293,0.07502523809671402,0.6147535443305969,0.4,0.0
Toolformer2302.04761,arXiv:2302.04761,Toolformer: Language Models Can Teach Themselves to Use Tools,deepseekv2,20251002_105211_Self-Improving_Language_Models_through_Meta-Learni.json,Self-Improving Language Models through Meta-Learning for Adaptive Tool Usage,5,0.6525071887370796,0.5785941714118038,0.6763253047373989,0.0,5,0.5760911107063293,0.07502523809671402,0.6147535443305969,0.4,0.0
Tree-of-Thoughts2305.10601,arXiv:2305.10601,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,deepseekv2,20251002_105342_Enhancing_Large_Language_Model_Problem_Solving_wit.json,Enhancing Large Language Model Problem Solving with Adaptive Planning and Heuristic Optimization in the Tree of Thoughts Framework,1,0.6609221952262769,0.6609221952262769,0.6609221952262769,0.0,1,0.0,0.0,0.0,1.0,0.0
Tree-of-Thoughts2305.10601,arXiv:2305.10601,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,deepseekv2,20251002_105445_Enhancing_Large_Language_Models_with_Integrated_Pl.json,Enhancing Large Language Models with Integrated Planning Capabilities for Complex Problem Solving,5,0.7173038392679545,0.660882377848758,0.7522818273222383,0.0,4,0.5799529552459717,0.5051463842391968,0.6852274537086487,0.5,0.0
Tree-of-Thoughts2305.10601,arXiv:2305.10601,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,deepseekv2,20251002_105545_Language_Infused_Procedural_Search_for_Large_Langu.json,Language Infused Procedural Search for Large Language Models: Advancing Algorithm Discovery and Optimization,1,0.6609221952262769,0.6609221952262769,0.6609221952262769,0.0,1,0.0,0.0,0.0,1.0,0.0
Tree-of-Thoughts2305.10601,arXiv:2305.10601,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,deepseekv2,20251002_105647_Large_Language_Model_Adaptive_Reasoning_LADAR_Fram.json,Large Language Model Adaptive Reasoning (LADAR) Framework for Dynamic Planning and Execution in Complex Environments,1,0.6609221952262769,0.6609221952262769,0.6609221952262769,0.0,1,0.0,0.0,0.0,1.0,0.0
Tree-of-Thoughts2305.10601,arXiv:2305.10601,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,deepseekv2,20251002_105745_Leveraging_Large_Language_Models_for_High-Performa.json,Leveraging Large Language Models for High-Performance Computing Problem Solving and Automation,5,0.6609606573703808,0.6550935685929572,0.7473538963939996,0.0,5,0.3992080092430115,0.1944276988506317,0.6196283102035522,0.8,0.0
